Function,ProviderGuid,ProviderSymbol,ReghandleSymbol,WriteFunction,EventDescriptorSymbol,Id,Version,Channel,Level,Opcode,Task,Keyword,ContainingFunction,CallDepth,ExportedCallDepth,CallPath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,703fcc13-b66f-5868-ddd9-e2db7f381ffb,Microsoft.Windows.TlgAggregateInternal,,_tlgWriteTransfer,TlgAggregateSummary,-,-,11,5,0,-,0x200000000000,Write<struct__tlgWrapperByVal<8>,struct__tlgWrapperByVal<4>,struct__tlgWrapperByVal<4>,struct__tlgWrapperByVal<1>,struct__tlgWrapperByRef<16>,struct__tlgWrapperBinary,struct__tlgWrapperByVal<8>,struct__tlgWrapperByVal<1>,struct__tlgWrapperBinary,struct__tlgWrapperByVal<8>,struct__tlgWrapperByVal<1>,struct__tlgWrapperBinary,struct__tlgWrapperByVal<8>,struct__tlgWrapperByVal<1>,struct__tlgWrapperBinary,struct__tlgWrapperByVal<8>,struct__tlgWrapperByVal<1>,struct__tlgWrapperBinary,struct__tlgWrapperByVal<8>,struct__tlgWrapperByVal<1>,struct__tlgWrapperBinary,struct__tlgWrapperByVal<8>,struct__tlgWrapperByVal<1>,struct__tlgWrapperBinary,struct__tlgWrapperByVal<8>,struct__tlgWrapperByVal<1>,struct__tlgWrapperBinary,struct__tlgWrapperByVal<8>,struct__tlgWrapperByVal<1>,struct__tlgWrapperBinary,struct__tlgWrapperByVal<4>,struct__tlgWrapperByVal<1>_>,10,1,[NtQueryInformationProcess->ExLockUserBuffer->MmMapLockedPagesSpecifyCache->MiFillSystemPtes->FUN_14043ddfb->MiShowBadMapper->MiLogBadMapper->TlgAggregateInternalRegisteredProviderEtwCallback->LookUpTableFlushComplete->_tlgWriteTemplate<long___cdecl(struct__tlgProvider_t_const*___ptr64-void_const*___ptr64-struct__GUID_const*___ptr64-struct__GUID_const*___ptr64-unsigned_int-struct__EVENT_DATA_DESCRIPTOR*___ptr64)-&long___cdecl__tlgWriteTransfer_EtwWriteTransfer(struct__tlgProvider_t_const*___ptr64-void_const*___ptr64-struct__GUID_const*___ptr64-struct__GUID_const*___ptr64-unsigned_int-struct__EVENT_DATA_DESCRIPTOR*___ptr64)-struct__GUID_const*___ptr64-struct__GUID_const*___ptr64>::Write<struct__tlgWrapperByVal<8>-struct__tlgWrapperByVal<4>-struct__tlgWrapperByVal<4>-struct__tlgWrapperByVal<1>-struct__tlgWrapperByRef<16>-struct__tlgWrapperBinary-struct__tlgWrapperByVal<8>-struct__tlgWrapperByVal<1>-struct__tlgWrapperBinary-struct__tlgWrapperByVal<8>-struct__tlgWrapperByVal<1>-struct__tlgWrapperBinary-struct__tlgWrapperByVal<8>-struct__tlgWrapperByVal<1>-struct__tlgWrapperBinary-struct__tlgWrapperByVal<8>-struct__tlgWrapperByVal<1>-struct__tlgWrapperBinary-struct__tlgWrapperByVal<8>-struct__tlgWrapperByVal<1>-struct__tlgWrapperBinary-struct__tlgWrapperByVal<8>-struct__tlgWrapperByVal<1>-struct__tlgWrapperBinary-struct__tlgWrapperByVal<8>-struct__tlgWrapperByVal<1>-struct__tlgWrapperBinary-struct__tlgWrapperByVal<8>-struct__tlgWrapperByVal<1>-struct__tlgWrapperBinary-struct__tlgWrapperByVal<4>-struct__tlgWrapperByVal<1>_>]
NtQueryInformationProcess,???,,PsDispatchIumService,EtwWriteEx,,,,,,,,,PsDispatchIumService,3,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,EtwWrite,,,,,,,,,DbgkpStartSystemErrorHandler,5,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSendErrorMessage->DbgkpStartSystemErrorHandler],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,EtwWriteEx,,1291,0,128,0,0,0,0x4200800033000000,MiLogBadMapper,7,1,[NtQueryInformationProcess->ExLockUserBuffer->MmMapLockedPagesSpecifyCache->MiFillSystemPtes->FUN_14043ddfb->MiShowBadMapper->MiLogBadMapper],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,EtwWriteEx,,,,,,,,,MiLogBadMapper,7,1,[NtQueryInformationProcess->ExLockUserBuffer->MmMapLockedPagesSpecifyCache->MiFillSystemPtes->FUN_14043ddfb->MiShowBadMapper->MiLogBadMapper],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,,,,,,,,,EtwTiLogMapExecView,7,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspMapView->MiMapViewOfSectionExCommon->FUN_1408ea9c6->EtwTiLogMapExecView],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,,,,,,,,,EtwTiLogAllocExecVm,7,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->MmAllocateVirtualMemory->MiAllocateVirtualMemoryCommon->MiAllocateVirtualMemory->EtwTiLogAllocExecVm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,EtwWriteEx,,,,,,,,,MiLogSlabEntryAllocateFailure,8,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspIumAllocatePhysicalPages->MmAllocateSecureKernelPages->MiReplenishSlabAllocator->MiAllocateSlabEntry->MiLogSlabEntryAllocateFailure],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,e9eaf418-0c07-464c-ad14-a7f353349a00,Microsoft.Windows.Kernel.Registry,,EtwWriteEx,,,,,,,,,CmpThreadInfoLogStack,9,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->CmNotifyRunDown->CmpLockRegistry->CmpRecordRegistryLockAcquire->CmpThreadInfoLogStack],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,EtwWriteEx,,,,,,,,,MiLogSlabEntriesDemote,10,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->MmPrepareImagePagesForHotPatch->MiPrepareImagePagesForHotPatch->MiCopyOnWriteCheckConditions->MiWaitForFreePage->MiDemoteSlabEntries->MiLogSlabEntriesDemote->FUN_1404fa2d6],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationToken,a68ca8b7-004f-d7b6-a698-07e2de0f1f5d,KernelProvGuid,EtwKernelProvRegHandle,EtwWrite,TokenSidManagementLog,17,0,0,4,0,0,0x40,SepLogTokenSidManagement,7,0,[NtQueryInformationToken->FUN_1406e675c->SepDeReferenceLogonSessionDirect->SepDeReferenceLogonSession->SepDeleteLogonSessionSidValues->SepDereferenceSidValuesBlock->SepLogTokenSidManagement],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,2839ff94-8f12-4e1b-82e3-af7af77a450f,KernelProcess,,_tlgWriteAgg,AppStateChangeSummary,-,-,11,5,0,-,0x400000000000,EtwpWriteAppStateChangeSummary,10,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->PsSetProcessTelemetryAppState->EtwTraceAppStateChange->EtwpWriteAppStateChangeSummary],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,???,,,_tlgWriteEx,BadPhysicalMemoryMap,-,-,11,5,0,-,0x80,MiLogBadMapper,9,1,[NtQuerySystemInformation->ExpQuerySystemInformation->ExpGetHandleInformation->ExLockUserBuffer->MmMapLockedPagesSpecifyCache->MiFillSystemPtes->FUN_14043ddfb->MiShowBadMapper->MiLogBadMapper],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,1dd9b8c9-e078-4075-b9de-4e5125071a18,MSTelCov,,_tlgWriteTransfer,Cov,-,-,11,5,0,-,0x1,EtwpCoverageRecord,9,2,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->DbgkForwardException->PsSetProcessFaultInformation->EtwTelemetryCoverageReport->EtwpCoverageRecord],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,1dd9b8c9-e078-4075-b9de-4e5125071a18,MSTelCov,,_tlgWriteTransfer,CovNew,-,-,11,5,0,-,0x2,EtwpCoverageRecord,9,2,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->DbgkForwardException->PsSetProcessFaultInformation->EtwTelemetryCoverageReport->EtwpCoverageRecord],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,1dd9b8c9-e078-4075-b9de-4e5125071a18,MSTelCov,,_tlgWriteTransfer,CovSum,-,-,11,5,0,-,0x400000000000,EtwpCoverageFlushPending,10,2,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->DbgkForwardException->PsSetProcessFaultInformation->EtwTelemetryCoverageReport->EtwpCoverageRecord->EtwpCoverageFlushPending],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_DEBUG_LOOKUP_FAILED,32,0,16,3,0,3,0x8000000000000030,EtwpEventWriteDebugLookupFailed,10,1,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->EtwRegister->EtwpRegisterKMProvider->EtwpTrackProviderRegistration->EtwpProviderArrivalCallback->EtwpEventWriteDebugLookupFailed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_GROUP_JOIN,29,0,17,5,26,3,0x4000000000000a20,EtwpAddRegEntryToGroup,9,1,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->EtwSetInformation->EtwpSetProviderTraitsKm->EtwpSetProviderTraitsCommon->EtwpAddRegEntryToGroup],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_PROVIDER_REGISTER,8,0,17,5,16,3,0x4000000000000220,EtwpEventWriteTemplateSessAndProv,9,1,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->EtwRegister->EtwpRegisterKMProvider->FUN_1408ae4aa->EtwpEventWriteTemplateSessAndProv],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_SET_TRAITS_FAILED,28,0,16,2,25,3,0x8000000000000a20,EtwpEventWriteRegistrationStatus,8,1,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->EtwSetInformation->EtwpSetProviderTraitsKm->EtwpEventWriteRegistrationStatus],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,a9fdf37b-d72d-4051-a3cd-d422103ce079,Microsoft.Windows.Kernel.SysEnv,,_tlgWriteTransfer,FirmwareTableAccessDenied,-,-,11,5,0,-,0x200000000000,ExpGetSystemFirmwareTableInformation,4,0,[NtQuerySystemInformation->ExpQuerySystemInformation->ExpGetSystemFirmwareTableInformation->FUN_1408af76d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,7614521c-4d0b-4341-bfc9-873082c0f1d3,KernelGeneral,,_tlgWriteTransfer,GenericMitigationForProcess,-,-,11,5,0,-,0x200000000000,EtwpTimLogMitigationForProcess,10,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->MmProtectVirtualMemory->MiAllowProtectionChange->MiArbitraryCodeBlocked->EtwTimLogProhibitDynamicCode->EtwpTimLogMitigationForProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,???,,,_tlgWriteEx,ImageHotPatchLockedPagesFound,-,-,11,5,0,-,0x400000000020,MiLogHotPatchPagesLocked,8,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->MmPrepareImagePagesForHotPatch->MiPrepareImagePagesForHotPatch->MiLogHotPatchPagesLocked],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,d1d93ef7-e1f2-4f45-9943-03d245fe6c00,MemoryProvGuid,EtwpMemoryProvRegHandle,EtwWriteEx,KERNEL_MEM_EVENT_ACG,8,0,16,4,0,6,0x8000000000000100,EtwTraceMemoryAcg,9,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->MmProtectVirtualMemory->MiAllowProtectionChange->MiArbitraryCodeBlocked->EtwTraceMemoryAcg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,d1d93ef7-e1f2-4f45-9943-03d245fe6c00,MemoryProvGuid,EtwpMemoryProvRegHandle,EtwWriteEx,KERNEL_MEM_EVENT_MDL_ALLOCATION,10,0,16,4,0,7,0x8000000000000200,MiAllocatePagesForMdl,8,1,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->HvlpDepositPages->MmAllocatePartitionNodePagesForMdlEx->MiAllocatePagesForMdl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,0bf2fb94-7b60-4b4d-9766-e82f658df540,KernelShimEngineProvider,KseEtwHandle,EtwWrite,KShimErrorMessage,1,1,16,2,0,0,0x8000000000000000,KsepLogEtwMessage,6,1,[NtQuerySystemInformation->ExpQuerySystemInformation->ExpGetDeviceDataInformation->KseQueryDeviceData->KsepLogInfo->KsepLogEtwMessage],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,0bf2fb94-7b60-4b4d-9766-e82f658df540,KernelShimEngineProvider,KseEtwHandle,EtwWrite,KShimInfoMessage,2,1,16,4,0,0,0x8000000000000000,KsepLogEtwMessage,6,1,[NtQuerySystemInformation->ExpQuerySystemInformation->ExpGetDeviceDataInformation->KseQueryDeviceData->KsepLogInfo->KsepLogEtwMessage],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,fae10392-f0af-4ac0-b8ff-9f4d920c3cdf,SecurityMitigationsProviderGuid,EtwSecurityMitigationsRegHandle,EtwWrite,MITIGATION_AUDIT_PROHIBIT_DYNAMIC_CODE,1,0,16,0,0,1,0x8000000000000000,EtwpTimLogMitigationForProcess,10,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->MmProtectVirtualMemory->MiAllowProtectionChange->MiArbitraryCodeBlocked->EtwTimLogProhibitDynamicCode->EtwpTimLogMitigationForProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,fae10392-f0af-4ac0-b8ff-9f4d920c3cdf,SecurityMitigationsProviderGuid,EtwSecurityMitigationsRegHandle,EtwWrite,MITIGATION_ENFORCE_PROHIBIT_DYNAMIC_CODE,2,0,16,3,0,1,0x8000000000000000,EtwpTimLogMitigationForProcess,10,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->MmProtectVirtualMemory->MiAllowProtectionChange->MiArbitraryCodeBlocked->EtwTimLogProhibitDynamicCode->EtwpTimLogMitigationForProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,PfSnEvt_PrefetchMetadata_Start,3,1,16,4,1,3,0x8000000000000020,EtwpPsProvTraceThread,9,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->EtwTraceThread->EtwpPsProvTraceThread],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,ProcessFreezeEvent,11,1,16,4,1,11,0x8000000000000200,EtwTraceFreezeThawProcess,8,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->EtwTraceFreezeThawProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,???,,,_tlgWriteEx,ProcessReserveMemFailed,-,-,11,5,0,-,0x400000000000,MiLogReserveVaFailed,10,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->MmAllocateVirtualMemory->MiAllocateVirtualMemoryCommon->MiAllocateVirtualMemory->MiReserveUserMemory->MiLogReserveVaFailed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,2839ff94-8f12-4e1b-82e3-af7af77a450f,KernelProcess,,_tlgWriteTransfer,ProcessStarted,-,-,11,5,0,-,0x3,EtwpWriteProcessStarted,10,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->PspExitProcess->EtwTraceProcess->EtwpWriteProcessStarted],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,ProcessThawEvent,12,1,16,4,2,11,0x8000000000000200,EtwTraceFreezeThawProcess,8,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->EtwTraceFreezeThawProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,27a8fdf4-9b77-575b-be3b-e7163ef159bb,Microsoft.Windows.Security.Capabilities,,_tlgWriteTransfer,RtlCapabilityCheckLatency,-,-,11,5,0,-,0x200000000000,RtlpLogCapabilityCheckLatency,8,1,[NtQuerySystemInformation->ExpQuerySystemInformation->ExpGetSystemFirmwareTableInformation->FUN_1408af76d->ExpFirmwareAccessAppContainerCheck->ExpCapabilityCheck->RtlCapabilityCheck->RtlpLogCapabilityCheckLatency],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,ThreadStop,4,1,16,4,2,4,0x8000000000000020,EtwpPsProvTraceThread,9,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->EtwTraceThread->EtwpPsProvTraceThread],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWriteEx,ThreadWorkOnBehalfUpdate,21,0,16,4,0,18,0x8000000000002000,EtwTraceThreadWorkOnBehalfUpdate,9,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->PspRevertContainerImpersonation->EtwTraceThreadWorkOnBehalfUpdate],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_FREEZE_PROCESS,19,1,16,4,0,9,0x8000000001000000,EtwTiLogSuspendResumeProcess,8,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->EtwTiLogSuspendResumeProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_RESUME_PROCESS,18,1,16,4,0,9,0x8000000000800000,EtwTiLogSuspendResumeProcess,8,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->EtwTiLogSuspendResumeProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_RESUME_THREAD,16,1,16,4,0,8,0x8000000000200000,EtwTiLogSuspendResumeThread,10,1,[NtQuerySystemInformation->ExpQuerySystemInformation->ExCpuSetResourceManagerAccessCheck->SeAccessCheckWithHint->FUN_140489e13->SepLogLpacAccessFailure->DbgkQueueUserExceptionReport->DbgkUserReportWorkRoutine->PsMultiResumeThread->EtwTiLogSuspendResumeThread],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWriteEx,THREATINT_SETTHREADCONTEXT_REMOTE,5,1,16,4,0,5,0x8000000000004000,EtwpTiFillVadEventWrite,9,0,[NtQuerySystemInformation->ExpQuerySystemInformation->WbDispatchOperation->FUN_1406e2434->WbSetTrapFrame->PspSetContextThreadInternal->EtwTiLogSetContextThread->EtwpTiVadQueryEventWrite->EtwpTiFillVadEventWrite],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWriteEx,THREATINT_SETTHREADCONTEXT_REMOTE_KERNEL_CALLER,25,1,16,4,0,5,0x8000000000008000,EtwpTiFillVadEventWrite,9,0,[NtQuerySystemInformation->ExpQuerySystemInformation->WbDispatchOperation->FUN_1406e2434->WbSetTrapFrame->PspSetContextThreadInternal->EtwTiLogSetContextThread->EtwpTiVadQueryEventWrite->EtwpTiFillVadEventWrite],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_SUSPEND_PROCESS,17,1,16,4,0,9,0x8000000000400000,EtwTiLogSuspendResumeProcess,8,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->EtwTiLogSuspendResumeProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_SUSPEND_THREAD,15,1,16,4,0,8,0x8000000000100000,EtwTiLogSuspendResumeThread,10,1,[NtQuerySystemInformation->ExpQuerySystemInformation->ExCpuSetResourceManagerAccessCheck->SeAccessCheckWithHint->FUN_140489e13->SepLogLpacAccessFailure->DbgkQueueUserExceptionReport->DbgkUserReportWorkRoutine->PsMultiResumeThread->EtwTiLogSuspendResumeThread],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_THAW_PROCESS,20,1,16,4,0,9,0x8000000002000000,EtwTiLogSuspendResumeProcess,8,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->EtwTiLogSuspendResumeProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,???,,PsDispatchIumService,EtwWriteEx,,,,,,,,,PsDispatchIumService,5,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,???,,,EtwWrite,,,,,,,,,DbgkpStartSystemErrorHandler,7,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSendErrorMessage->DbgkpStartSystemErrorHandler],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,???,,,EtwWriteEx,,1291,0,128,0,0,0,0x4200800033000000,MiLogBadMapper,9,1,[NtQuerySystemInformation->ExpQuerySystemInformation->ExpGetHandleInformation->ExLockUserBuffer->MmMapLockedPagesSpecifyCache->MiFillSystemPtes->FUN_14043ddfb->MiShowBadMapper->MiLogBadMapper],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,???,,,EtwWriteEx,,,,,,,,,MiLogBadMapper,9,1,[NtQuerySystemInformation->ExpQuerySystemInformation->ExpGetHandleInformation->ExLockUserBuffer->MmMapLockedPagesSpecifyCache->MiFillSystemPtes->FUN_14043ddfb->MiShowBadMapper->MiLogBadMapper],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,,,,,,,,,EtwTiLogMapExecView,9,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->PspMapView->MiMapViewOfSectionExCommon->FUN_1408ea9c6->EtwTiLogMapExecView],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
