Function,ProviderGuid,ProviderSymbol,ReghandleSymbol,WriteFunction,EventDescriptorSymbol,Id,Version,Channel,Level,Opcode,Task,Keyword,ContainingFunction,CallDepth,ExportedCallDepth,CallPath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,_tlgWriteEx,BadPhysicalMemoryMap,-,-,11,5,0,-,0x80,MiLogBadMapper,7,1,[NtQueryInformationProcess->ExLockUserBuffer->MmMapLockedPagesSpecifyCache->MiFillSystemPtes->FUN_14043ddfb->MiShowBadMapper->MiLogBadMapper],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,1dd9b8c9-e078-4075-b9de-4e5125071a18,MSTelCov,,_tlgWriteTransfer,Cov,-,-,11,5,0,-,0x1,EtwpCoverageRecord,7,2,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->DbgkForwardException->PsSetProcessFaultInformation->EtwTelemetryCoverageReport->EtwpCoverageRecord],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,1dd9b8c9-e078-4075-b9de-4e5125071a18,MSTelCov,,_tlgWriteTransfer,CovNew,-,-,11,5,0,-,0x2,EtwpCoverageRecord,7,2,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->DbgkForwardException->PsSetProcessFaultInformation->EtwTelemetryCoverageReport->EtwpCoverageRecord],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,1dd9b8c9-e078-4075-b9de-4e5125071a18,MSTelCov,,_tlgWriteTransfer,CovSum,-,-,11,5,0,-,0x400000000000,EtwpCoverageFlushPending,8,2,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->DbgkForwardException->PsSetProcessFaultInformation->EtwTelemetryCoverageReport->EtwpCoverageRecord->EtwpCoverageFlushPending],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_DEBUG_LOOKUP_FAILED,32,0,16,3,0,3,0x8000000000000030,EtwpEventWriteDebugLookupFailed,8,1,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->EtwRegister->EtwpRegisterKMProvider->EtwpTrackProviderRegistration->EtwpProviderArrivalCallback->EtwpEventWriteDebugLookupFailed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_GROUP_JOIN,29,0,17,5,26,3,0x4000000000000a20,EtwpAddRegEntryToGroup,7,1,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->EtwSetInformation->EtwpSetProviderTraitsKm->EtwpSetProviderTraitsCommon->EtwpAddRegEntryToGroup],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_PROVIDER_REGISTER,8,0,17,5,16,3,0x4000000000000220,EtwpEventWriteTemplateSessAndProv,7,1,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->EtwRegister->EtwpRegisterKMProvider->FUN_1408ae4aa->EtwpEventWriteTemplateSessAndProv],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_SET_TRAITS_FAILED,28,0,16,2,25,3,0x8000000000000a20,EtwpEventWriteRegistrationStatus,6,1,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->EtwSetInformation->EtwpSetProviderTraitsKm->EtwpEventWriteRegistrationStatus],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,7614521c-4d0b-4341-bfc9-873082c0f1d3,KernelGeneral,,_tlgWriteTransfer,GenericMitigationForProcess,-,-,11,5,0,-,0x200000000000,EtwpTimLogMitigationForProcess,8,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->MmProtectVirtualMemory->MiAllowProtectionChange->MiArbitraryCodeBlocked->EtwTimLogProhibitDynamicCode->EtwpTimLogMitigationForProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,_tlgWriteEx,ImageHotPatchLockedPagesFound,-,-,11,5,0,-,0x400000000020,MiLogHotPatchPagesLocked,6,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->MmPrepareImagePagesForHotPatch->MiPrepareImagePagesForHotPatch->MiLogHotPatchPagesLocked],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWriteEx,ImageLoad,5,0,16,4,0,5,0x8000000000000040,EtwpPsProvTraceImage,9,1,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->MmUnmapViewOfSection->MiUnmapViewOfSection->PerfLogImageUnload->EtwpTraceImageUnloadApc->EtwpTraceImageUnload->EtwpPsProvTraceImage],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWriteEx,ImageUnload,6,0,16,4,0,6,0x8000000000000040,EtwpPsProvTraceImage,9,1,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->MmUnmapViewOfSection->MiUnmapViewOfSection->PerfLogImageUnload->EtwpTraceImageUnloadApc->EtwpTraceImageUnload->EtwpPsProvTraceImage],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,JobServerSiloStateChange,22,0,16,4,0,19,0x8000000000004000,EtwTraceJobServerSiloStateChange,10,1,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspCatchCriticalBreak->PsTerminateServerSilo->PspTerminateAllProcessesInJobHierarchy->PspTerminateProcessesJobCallback->PspMarkServerSiloAsTerminating->EtwTraceJobServerSiloStateChange],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,JobStart,13,0,16,4,1,13,0x8000000000000400,EtwpPsProvTraceJob,9,1,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspCatchCriticalBreak->PsTerminateServerSilo->PspTerminateAllProcessesInJobHierarchy->EtwTraceJob->EtwpPsProvTraceJob],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,JobTerminate,14,0,16,4,2,14,0x8000000000000400,EtwpPsProvTraceJob,9,1,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspCatchCriticalBreak->PsTerminateServerSilo->PspTerminateAllProcessesInJobHierarchy->EtwTraceJob->EtwpPsProvTraceJob],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,d1d93ef7-e1f2-4f45-9943-03d245fe6c00,MemoryProvGuid,EtwpMemoryProvRegHandle,EtwWriteEx,KERNEL_MEM_EVENT_ACG,8,0,16,4,0,6,0x8000000000000100,EtwTraceMemoryAcg,7,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->MmProtectVirtualMemory->MiAllowProtectionChange->MiArbitraryCodeBlocked->EtwTraceMemoryAcg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,d1d93ef7-e1f2-4f45-9943-03d245fe6c00,MemoryProvGuid,EtwpMemoryProvRegHandle,EtwWriteEx,KERNEL_MEM_EVENT_MDL_ALLOCATION,10,0,16,4,0,7,0x8000000000000200,MiAllocatePagesForMdl,6,1,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->HvlpDepositPages->MmAllocatePartitionNodePagesForMdlEx->MiAllocatePagesForMdl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,d1d93ef7-e1f2-4f45-9943-03d245fe6c00,MemoryProvGuid,EtwpMemoryProvRegHandle,EtwWrite,KERNEL_MEM_EVENT_WS_INSWAP_START,6,1,16,4,1,5,0x8000000000000080,EtwTraceWorkingSetSwap,10,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->PspRundownSingleProcess->PspRemoveProcessFromJobChain->PspChangeProcessExecutionState->MmInSwapWorkingSet->EtwTraceWorkingSetSwap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,d1d93ef7-e1f2-4f45-9943-03d245fe6c00,MemoryProvGuid,EtwpMemoryProvRegHandle,EtwWrite,KERNEL_MEM_EVENT_WS_INSWAP_STOP,7,0,16,4,2,5,0x8000000000000080,EtwTraceWorkingSetSwap,10,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->PspRundownSingleProcess->PspRemoveProcessFromJobChain->PspChangeProcessExecutionState->MmInSwapWorkingSet->EtwTraceWorkingSetSwap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,d1d93ef7-e1f2-4f45-9943-03d245fe6c00,MemoryProvGuid,EtwpMemoryProvRegHandle,EtwWrite,KERNEL_MEM_EVENT_WS_OUTSWAP_START,4,1,16,4,1,4,0x8000000000000080,EtwTraceWorkingSetSwap,10,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->PspRundownSingleProcess->PspRemoveProcessFromJobChain->PspChangeProcessExecutionState->MmInSwapWorkingSet->EtwTraceWorkingSetSwap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,d1d93ef7-e1f2-4f45-9943-03d245fe6c00,MemoryProvGuid,EtwpMemoryProvRegHandle,EtwWrite,KERNEL_MEM_EVENT_WS_OUTSWAP_STOP,5,1,16,4,2,4,0x8000000000000080,EtwTraceWorkingSetSwap,10,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->PspRundownSingleProcess->PspRemoveProcessFromJobChain->PspChangeProcessExecutionState->MmInSwapWorkingSet->EtwTraceWorkingSetSwap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,fae10392-f0af-4ac0-b8ff-9f4d920c3cdf,SecurityMitigationsProviderGuid,EtwSecurityMitigationsRegHandle,EtwWrite,MITIGATION_AUDIT_PROHIBIT_DYNAMIC_CODE,1,0,16,0,0,1,0x8000000000000000,EtwpTimLogMitigationForProcess,8,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->MmProtectVirtualMemory->MiAllowProtectionChange->MiArbitraryCodeBlocked->EtwTimLogProhibitDynamicCode->EtwpTimLogMitigationForProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,fae10392-f0af-4ac0-b8ff-9f4d920c3cdf,SecurityMitigationsProviderGuid,EtwSecurityMitigationsRegHandle,EtwWrite,MITIGATION_AUDIT_PROHIBIT_LOWIL_IMAGE_MAP,5,0,16,0,0,4,0x8000000000000000,EtwTimLogProhibitLowILImageMap,10,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspMapView->MiMapViewOfSectionExCommon->MiMapViewOfSection->MiMapViewOfImageSection->MiAllowImageMap->FUN_1408e13ac->EtwTimLogProhibitLowILImageMap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,fae10392-f0af-4ac0-b8ff-9f4d920c3cdf,SecurityMitigationsProviderGuid,EtwSecurityMitigationsRegHandle,EtwWrite,MITIGATION_ENFORCE_PROHIBIT_DYNAMIC_CODE,2,0,16,3,0,1,0x8000000000000000,EtwpTimLogMitigationForProcess,8,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->MmProtectVirtualMemory->MiAllowProtectionChange->MiArbitraryCodeBlocked->EtwTimLogProhibitDynamicCode->EtwpTimLogMitigationForProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,fae10392-f0af-4ac0-b8ff-9f4d920c3cdf,SecurityMitigationsProviderGuid,EtwSecurityMitigationsRegHandle,EtwWrite,MITIGATION_ENFORCE_PROHIBIT_LOWIL_IMAGE_MAP,6,0,16,3,0,4,0x8000000000000000,EtwTimLogProhibitLowILImageMap,10,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspMapView->MiMapViewOfSectionExCommon->MiMapViewOfSection->MiMapViewOfImageSection->MiAllowImageMap->FUN_1408e13ac->EtwTimLogProhibitLowILImageMap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,_tlgWriteEx,PageNotStoreCandidate,-,-,11,5,0,-,0x400000000002,MiStoreLogNotCandidate,10,0,[NtQueryInformationProcess->MiCopyVirtualMemory->MiVadRangeIsIoSpace->MiMakeSystemAddressValid->FUN_14026064c->MiFlushAllFilesystemPages->MiModifiedPageWriter->MiGatherPagefilePages->MiStoreWriteModifiedPages->MiStoreLogNotCandidate],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,PfSnEvt_PrefetchMetadata_Start,3,1,16,4,1,3,0x8000000000000020,EtwpPsProvTraceThread,7,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->EtwTraceThread->EtwpPsProvTraceThread],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,ProcessFreezeEvent,11,1,16,4,1,11,0x8000000000000200,EtwTraceFreezeThawProcess,6,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->EtwTraceFreezeThawProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,_tlgWriteEx,ProcessReserveMemFailed,-,-,11,5,0,-,0x400000000000,MiLogReserveVaFailed,8,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->MmAllocateVirtualMemory->MiAllocateVirtualMemoryCommon->MiAllocateVirtualMemory->MiReserveUserMemory->MiLogReserveVaFailed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,ProcessRundown,15,1,16,4,0,15,0x8000000000000010,EtwpPsProvTraceProcess,9,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->PspExitProcess->EtwTraceProcess->EtwpWriteProcessEvent->EtwpPsProvTraceProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,ProcessStart,1,3,16,4,1,1,0x8000000000000010,EtwpPsProvTraceProcess,9,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->PspExitProcess->EtwTraceProcess->EtwpWriteProcessEvent->EtwpPsProvTraceProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,2839ff94-8f12-4e1b-82e3-af7af77a450f,KernelProcess,,_tlgWriteTransfer,ProcessStarted,-,-,11,5,0,-,0x3,EtwpWriteProcessStarted,8,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->PspExitProcess->EtwTraceProcess->EtwpWriteProcessStarted],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,ProcessStop,2,2,16,4,2,2,0x8000000000000010,EtwpPsProvTraceProcess,9,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->PspExitProcess->EtwTraceProcess->EtwpWriteProcessEvent->EtwpPsProvTraceProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,ProcessThawEvent,12,1,16,4,2,11,0x8000000000000200,EtwTraceFreezeThawProcess,6,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->EtwTraceFreezeThawProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,_tlgWriteEx,ProcessWorkingSets,-,-,11,5,1,-,0x1,MiProcessWorkingSets,10,0,[NtQueryInformationProcess->MiCopyVirtualMemory->MiVadRangeIsIoSpace->MiMakeSystemAddressValid->FUN_14026064c->MiFlushAllFilesystemPages->MiIsWorkingSetTrimThread->MiPartitionWorkingSetManager->MiWorkingSetManager->MiProcessWorkingSets],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,7614521c-4d0b-4341-bfc9-873082c0f1d3,KernelGeneral,,_tlgWriteTransfer,ProhibitLowILImageMap,-,-,11,5,0,-,0x400000000000,EtwTimLogProhibitLowILImageMap,10,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspMapView->MiMapViewOfSectionExCommon->MiMapViewOfSection->MiMapViewOfImageSection->MiAllowImageMap->FUN_1408e13ac->EtwTimLogProhibitLowILImageMap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,_tlgWriteEx,StorePageFileFull,-,-,11,5,0,-,0x2,MiStoreLogFullPagefile,10,0,[NtQueryInformationProcess->MiCopyVirtualMemory->MiVadRangeIsIoSpace->MiMakeSystemAddressValid->FUN_14026064c->MiFlushAllFilesystemPages->MiModifiedPageWriter->MiGatherPagefilePages->MiStoreWriteModifiedPages->MiStoreLogFullPagefile],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,_tlgWriteEx,StoreWriteDisabled,-,-,11,5,0,-,0x2,MiStoreLogWriteDisabled,10,0,[NtQueryInformationProcess->MiCopyVirtualMemory->MiVadRangeIsIoSpace->MiMakeSystemAddressValid->FUN_14026064c->MiFlushAllFilesystemPages->MiModifiedPageWriter->MiGatherPagefilePages->MiStoreWriteModifiedPages->MiStoreLogWriteDisabled],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,_tlgWriteEx,StoreWriteIssueFailure,-,-,11,5,0,-,0x2,MiStoreLogWriteIssueFailure,10,0,[NtQueryInformationProcess->MiCopyVirtualMemory->MiVadRangeIsIoSpace->MiMakeSystemAddressValid->FUN_14026064c->MiFlushAllFilesystemPages->MiModifiedPageWriter->MiGatherPagefilePages->MiStoreWriteModifiedPages->MiStoreLogWriteIssueFailure],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,???,,,_tlgWriteEx,StoreWriteIssueRetry,-,-,11,5,0,-,0x2,MiStoreLogWriteIssueRetry,10,0,[NtQueryInformationProcess->MiCopyVirtualMemory->MiVadRangeIsIoSpace->MiMakeSystemAddressValid->FUN_14026064c->MiFlushAllFilesystemPages->MiModifiedPageWriter->MiGatherPagefilePages->MiStoreWriteModifiedPages->MiStoreLogWriteIssueRetry],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,ThreadStop,4,1,16,4,2,4,0x8000000000000020,EtwpPsProvTraceThread,7,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->EtwTraceThread->EtwpPsProvTraceThread],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWriteEx,ThreadWorkOnBehalfUpdate,21,0,16,4,0,18,0x8000000000002000,EtwTraceThreadWorkOnBehalfUpdate,7,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->PspTerminateThreadByPointer->PspExitThread->PspRevertContainerImpersonation->EtwTraceThreadWorkOnBehalfUpdate],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_FREEZE_PROCESS,19,1,16,4,0,9,0x8000000001000000,EtwTiLogSuspendResumeProcess,6,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->EtwTiLogSuspendResumeProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_RESUME_PROCESS,18,1,16,4,0,9,0x8000000000800000,EtwTiLogSuspendResumeProcess,6,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->EtwTiLogSuspendResumeProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_RESUME_THREAD,16,1,16,4,0,8,0x8000000000200000,EtwTiLogSuspendResumeThread,10,2,[NtQueryInformationProcess->ExIsRestrictedCaller->SeAccessCheck->SeAccessCheckWithHint->FUN_140489e13->SepLogLpacAccessFailure->DbgkQueueUserExceptionReport->DbgkUserReportWorkRoutine->PsMultiResumeThread->EtwTiLogSuspendResumeThread],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_SUSPEND_PROCESS,17,1,16,4,0,9,0x8000000000400000,EtwTiLogSuspendResumeProcess,6,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->EtwTiLogSuspendResumeProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_SUSPEND_THREAD,15,1,16,4,0,8,0x8000000000100000,EtwTiLogSuspendResumeThread,10,2,[NtQueryInformationProcess->ExIsRestrictedCaller->SeAccessCheck->SeAccessCheckWithHint->FUN_140489e13->SepLogLpacAccessFailure->DbgkQueueUserExceptionReport->DbgkUserReportWorkRoutine->PsMultiResumeThread->EtwTiLogSuspendResumeThread],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQueryInformationProcess,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_THAW_PROCESS,20,1,16,4,0,9,0x8000000002000000,EtwTiLogSuspendResumeProcess,6,0,[NtQueryInformationProcess->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSuspendProcess->PsFreezeProcess->EtwTiLogSuspendResumeProcess],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
